"PID","Q26_First.Click","Q26_Last.Click","Q26_Page.Submit","Q26_Click.Count","Q28_First.Click","Q28_Last.Click","Q28_Page.Submit","Q28_Click.Count","attCheck1","attCheck2","BZSH_1","BZSH_2","BZSH_3","BZSH_4","BZSH_5","BZSH_6","BZSH_7","spend_1","spend_2","spend_3","spend_4","spend_5","PANAS_1","PANAS_2","PANAS_3","PANAS_4","PANAS_5","PANAS_6","PANAS_7","PANAS_8","PANAS_9","PANAS_10","PANAS_11","PANAS_12","PANAS_13","PANAS_14","PANAS_15","PANAS_16","PANAS_17","PANAS_18","PANAS_19","PANAS_20","PANAS_21","subjHap_1","subjHap_2","subjHap_3","subjHap_4","ideo_general","ideo_social","ideo_economic","dob","gender","gender_3_TEXT","race","race_5_TEXT","edu","income","feedback","condition","age","passCheck","BZSH_5R","BZSH_6R","subjHap_4R","BZSH","PANASpos","PANASneg","subjHap","ideo","totalDonation","donated"
259,NA,NA,NA,NA,17.189,140.534,143.565,24,3,1,1,1,3,5,7,7,3,25,25,25,25,0,3,1,3,1,3,1,1,1,4,4,1,1,1,4,1,4,4,1,3,1,4,6,4,6,5,1,1,1,2002,"woman","","white","",3,8,"Thank you for giving me the opportunity to donate a little money! It really made my day.",2,18,1,1,1,3,2.14285714285714,3.36363636363636,1,4.75,1,100,1
260,92.11,132.485,142.507,6,NA,NA,NA,NA,2,2,4,6,4,7,2,4,7,10,10,0,10,70,1,4,1,3,1,3,5,1,1,1,3,2,2,1,4,1,2,1,1,5,1,1,1,1,4,2,2,4,1981,"woman","","white","",5,5,"I'm disabled and suffer from chronic illnesses. These things make life difficult, and I'm generally not happy. This state of things is in the background of any survey I answer about personal happiness.",1,39,1,6,4,4,5.42857142857143,1.18181818181818,3.1,1.75,2.66666666666667,30,1
261,NA,NA,NA,NA,10.389,10.591,144.743,2,3,1,1,2,2,4,6,7,2,0,0,0,100,0,4,1,3,1,3,1,1,1,3,5,1,4,1,3,1,4,4,1,3,1,4,6,4,5,5,4,4,4,1969,"woman","","white","",2,5,"",2,51,1,2,1,3,2,3.63636363636364,1,4.5,4,100,1
262,NA,NA,NA,NA,0,0,409.683,0,3,1,1,1,1,3,6,6,2,50,50,0,0,0,4,1,2,1,4,1,1,1,3,3,2,4,1,4,2,2,4,2,2,1,3,3,2,3,6,4,3,5,1971,"man","","white","",4,5,"na",2,49,1,2,2,2,1.71428571428571,3.18181818181818,1.3,2.5,4,100,1
263,NA,NA,NA,NA,0,0,149.796,0,3,1,3,3,2,5,6,6,3,10,10,10,10,60,3,1,2,1,3,1,1,1,3,4,1,2,1,3,1,3,3,1,2,1,4,4,3,2,4,1,1,1,1989,"man","","white","",2,3,"",2,31,1,2,2,4,2.85714285714286,2.90909090909091,1,3.25,1,40,1
265,NA,NA,NA,NA,9.258,137.956,142.063,9,3,1,5,5,4,5,4,4,5,0,0,0,0,100,1,2,2,2,1,1,1,2,2,1,2,4,1,1,2,1,4,2,2,2,1,2,3,1,6,4,4,4,1984,"man","","white","",4,6,"Looking forward to further cooperation",2,36,1,4,4,2,4.57142857142857,1.81818181818182,1.7,2,4,0,0
266,NA,NA,NA,NA,13.715,114.695,141.389,15,3,1,7,1,7,4,7,7,1,20,20,20,20,20,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,5,6,7,6,4,3,3,3,1987,"man","","white","",3,3,"",2,33,1,1,1,4,3.14285714285714,5,1,5.75,3,80,1
267,NA,NA,NA,NA,258.838,258.838,260.026,1,3,1,1,6,4,6,6,5,6,11,10,9,20,50,4,1,4,4,4,1,3,1,4,4,1,3,1,4,1,4,4,1,3,1,4,6,6,6,1,5,5,5,2000,"man","","white","",3,8,"Thank you! Stay healthy during this time!",2,20,1,2,3,7,4,3.81818181818182,1.5,6.25,5,50,1
269,NA,NA,NA,NA,24.16,140.926,142.593,25,3,1,1,1,1,5,7,7,5,50,0,0,50,0,4,2,4,2,4,1,3,1,4,4,2,5,1,4,2,4,5,3,4,2,4,5,5,6,1,4,3,5,1979,"man","","white","",5,14,"Neat scenario and questions!",2,41,1,1,1,7,2.14285714285714,4.18181818181818,1.9,5.75,4,100,1
270,NA,NA,NA,NA,93.588,106.563,240.4,3,3,1,1,5,5,5,7,7,5,0,0,0,0,100,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,5,7,7,7,1,4,4,4,1991,"man","","white","",2,3,"",2,29,1,1,1,7,3.28571428571429,5,1,7,4,0,0
271,0,0,149.459,0,NA,NA,NA,NA,2,1,1,3,3,5,5,5,5,0,20,20,10,50,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,6,2,2,2,1996,"woman","","latinx","",4,3,"",1,24,1,3,3,2,3.28571428571429,1.18181818181818,1,3.5,2,50,1
272,0,0,183.175,0,NA,NA,NA,NA,2,2,2,2,4,5,3,3,3,20,0,0,30,50,3,2,3,2,3,3,1,1,3,2,2,3,3,4,1,3,3,1,3,1,3,4,5,3,4,3,2,3,1979,"man","","white","",5,11,"",1,41,1,5,5,4,3.71428571428571,3,1.7,4,2.66666666666667,50,1
273,0,0,170.256,0,NA,NA,NA,NA,2,1,2,2,2,7,5,4,5,0,0,0,75,25,3,2,3,2,3,3,4,1,3,4,3,4,3,3,3,3,3,4,3,2,4,3,3,3,4,3,2,3,1992,"man","","white","",3,5,"",1,28,1,3,4,4,3.57142857142857,3.27272727272727,2.7,3.25,2.66666666666667,75,1
274,18.102,211.383,211.897,19,NA,NA,NA,NA,2,1,2,2,2,6,5,4,5,25,0,0,0,75,3,2,4,2,3,2,4,1,4,2,4,3,1,2,4,3,4,5,5,3,4,6,4,5,3,4,4,2,1989,"man","","black","",3,3,"",1,31,1,3,4,5,3.42857142857143,3.36363636363636,2.8,5,3.33333333333333,25,1
275,NA,NA,NA,NA,512.006,519.657,520.165,6,3,1,1,5,7,5,4,6,5,25,25,25,25,0,3,1,4,2,4,1,1,1,4,4,2,2,1,2,1,2,5,2,4,2,4,6,5,6,4,5,4,6,1980,"man","","white","",5,14,"This was a great survey. I am glad I was able to donate to charities as well. You guys are doing great work.",2,40,1,4,2,4,4.14285714285714,3.45454545454545,1.4,5.25,5,100,1
276,NA,NA,NA,NA,2.946,138.166,142.728,17,3,1,1,1,2,5,7,7,2,100,0,0,0,0,5,1,4,1,4,1,1,1,5,4,1,4,1,5,1,5,5,1,3,1,5,7,7,6,2,4,2,5,1989,"woman","","white","",4,5,"I thought this survey was more uplifting than a lot of others out there. It was a pleasant change of pace from what I expected it to be.",2,31,1,1,1,6,1.85714285714286,4.45454545454545,1,6.5,3.66666666666667,100,1
277,1.735,241.051,245.136,18,NA,NA,NA,NA,2,2,3,2,5,6,4,4,5,0,50,0,50,0,4,1,1,1,2,1,1,1,2,2,1,3,1,2,1,2,4,1,1,1,3,5,4,5,3,2,3,1,1996,"man","","black","",4,2,"",1,24,1,4,4,5,4.14285714285714,2.36363636363636,1,4.75,2,100,1
278,NA,NA,NA,NA,3.172,115.335,151.133,11,3,1,1,2,6,6,6,7,3,0,0,0,0,100,5,1,3,1,1,2,1,1,2,3,2,4,2,2,2,2,4,5,3,1,4,6,5,5,2,2,2,3,2000,"man","","white","",3,14,"",2,20,1,2,1,6,3,3,1.8,5.5,2.33333333333333,0,0
279,6.369,114.278,365.065,3,NA,NA,NA,NA,2,2,4,5,2,6,2,2,5,0,0,0,0,100,3,2,3,2,3,2,2,1,3,3,1,1,1,3,2,3,2,2,3,2,3,6,5,5,3,2,2,2,1995,"man","","white","",4,12,"",1,25,1,6,6,5,4.85714285714286,2.72727272727273,1.7,5.25,2,0,0
280,0,0,152.201,0,NA,NA,NA,NA,2,1,6,5,6,6,2,1,7,20,40,19,21,0,1,3,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,4,4,2,6,4,4,4,1982,"man","","white","",4,8,"",1,38,1,6,7,2,6.14285714285714,1.18181818181818,1.9,3,4,100,1
282,0,0,282.77,0,NA,NA,NA,NA,2,1,5,2,2,7,3,5,6,60,30,5,5,0,3,2,2,1,2,1,1,1,2,2,2,3,1,2,2,3,4,2,2,1,3,6,5,5,3,1,1,1,1968,"woman","","white","",5,8,"none",1,52,1,5,3,5,4.28571428571429,2.54545454545455,1.4,5.25,1,100,1
283,5.134,5.134,443.04,1,NA,NA,NA,NA,2,2,1,4,5,7,5,4,7,0,0,0,10,90,5,3,5,1,5,1,1,1,5,5,1,4,1,5,1,4,4,1,5,1,5,6,7,7,1,6,6,6,1983,"man","","white","",4,7,"",1,37,1,3,4,7,4.42857142857143,4.72727272727273,1.2,6.75,6,10,1
284,NA,NA,NA,NA,0,0,218.203,0,3,1,2,3,5,4,5,6,3,0,0,0,0,100,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,3,1,1,1,2,5,4,3,4,2,1,2,1992,"man","","white","",3,2,"",2,28,1,3,2,4,3.14285714285714,1.45454545454545,1.2,4,1.66666666666667,0,0
285,192.482,192.482,193.618,1,NA,NA,NA,NA,2,2,1,1,1,6,5,1,4,0,0,100,0,0,5,1,2,1,4,1,1,1,2,3,1,5,1,4,1,3,5,2,3,1,4,4,3,4,3,2,2,2,1975,"man","","white","",2,7,"",1,45,1,3,7,5,3.28571428571429,3.63636363636364,1.1,4,2,100,1
286,2.156,268.622,268.997,25,NA,NA,NA,NA,2,1,4,2,2,7,5,4,7,0,0,0,0,100,2,1,1,2,1,1,1,1,2,1,1,3,1,3,1,2,2,1,3,1,2,4,2,2,5,5,5,5,NA,NA,"","white","",2,3,"",1,NA,1,3,4,3,4.14285714285714,2,1.1,2.75,5,0,0
287,0,0,260.793,0,NA,NA,NA,NA,2,2,4,2,1,5,3,4,5,15,20,15,0,50,3,1,2,1,3,1,1,1,2,3,2,4,1,3,1,4,4,1,4,1,3,6,6,5,1,2,1,4,1989,"man","","white","",3,10,"",1,31,1,5,4,7,3.71428571428571,3.18181818181818,1.1,6,2.33333333333333,50,1
288,1.201,282.155,284.153,70,NA,NA,NA,NA,2,1,4,6,5,6,5,6,6,10,23,7,50,10,5,1,5,3,2,1,1,2,2,1,2,3,1,3,1,4,3,1,4,2,4,7,5,5,4,1,3,4,1994,"man","","white","",3,2,"This survey is very intrested",1,26,1,3,2,4,4.57142857142857,3.27272727272727,1.5,5.25,2.66666666666667,90,1
289,NA,NA,NA,NA,1.165,201.471,207.561,52,3,1,3,4,4,6,5,6,5,35,25,20,20,0,4,1,3,1,3,1,1,1,3,3,1,3,1,3,2,3,3,1,3,1,4,6,5,5,1,4,3,4,1990,"woman","","asian","",4,11,"",2,30,1,3,2,7,3.85714285714286,3.18181818181818,1.1,5.75,3.66666666666667,100,1
290,0,0,517.036,0,NA,NA,NA,NA,2,2,1,1,1,6,7,7,2,0,0,0,0,100,4,1,1,1,2,1,1,1,2,2,1,4,1,1,2,4,4,2,3,1,2,4,4,4,3,2,1,2,1967,"man","","white","",5,10,"",1,53,1,1,1,5,1.85714285714286,2.63636363636364,1.2,4.25,1.66666666666667,0,0
292,134.386,134.386,147.574,1,NA,NA,NA,NA,2,2,6,4,1,7,5,6,4,0,0,0,0,100,3,2,3,5,2,2,5,2,2,2,1,3,2,2,5,1,5,2,1,5,2,1,1,1,4,1,1,1,1992,"woman","","white","",3,2,"",1,28,1,3,2,4,3.85714285714286,2.36363636363636,3.1,1.75,1,0,0
295,NA,NA,NA,NA,3.312,340.155,341.604,94,3,1,1,1,1,2,7,7,3,8,19,8,53,12,5,1,4,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,5,7,6,7,2,3,2,2,1985,"woman","","white","",5,14,"",2,35,1,1,1,6,1.42857142857143,4.90909090909091,1,6.5,2.33333333333333,88,1
296,153.759,464.583,466.554,4,NA,NA,NA,NA,2,2,3,3,4,5,6,5,4,14,14,14,14,44,4,1,4,1,4,1,1,1,4,4,1,3,1,1,1,4,4,1,4,1,3,6,6,3,5,3,3,3,1986,"man","","white","",5,10,"No thanks ",1,34,1,2,3,3,3.42857142857143,3.54545454545455,1,4.5,3,56,1
297,NA,NA,NA,NA,45.447,227.323,228.514,29,3,1,1,1,2,1,7,5,3,0,10,0,0,90,3,2,1,1,3,1,1,1,1,2,1,2,1,2,1,3,3,1,1,1,4,6,5,5,2,2,2,1,1990,"woman","","black","",3,3,"",2,30,1,1,3,6,1.71428571428571,2.27272727272727,1.1,5.5,1.66666666666667,10,1
298,NA,NA,NA,NA,98.426,109.242,514.596,3,3,1,1,2,1,4,4,5,4,0,100,0,0,0,4,2,3,1,2,1,1,1,2,4,1,3,2,2,3,2,3,1,2,1,3,4,3,4,4,2,2,3,1992,"woman","","white","",4,4,"",2,28,1,4,3,4,2.71428571428571,2.72727272727273,1.4,3.75,2.33333333333333,100,1
300,NA,NA,NA,NA,6.702,139.883,143.346,37,3,1,2,2,2,6,6,7,3,0,10,0,10,80,2,3,1,3,3,2,2,1,1,1,1,2,2,1,1,1,3,1,1,2,3,5,5,5,2,1,1,1,1984,"woman","","white","",5,11,"",2,36,1,2,1,6,2.57142857142857,1.72727272727273,1.8,5.25,1,20,1
301,NA,NA,NA,NA,5.542,238.624,241.102,6,3,1,1,1,1,3,7,6,4,100,0,0,0,0,4,1,4,1,3,1,1,1,3,3,1,5,1,4,1,3,5,3,4,1,4,7,7,7,5,2,1,4,1993,"man","","asian","",5,12,"",2,27,1,1,2,3,1.85714285714286,3.81818181818182,1.2,6,2.33333333333333,100,1
304,22.345,338.441,340.684,10,NA,NA,NA,NA,2,1,2,1,4,7,4,7,5,10,10,10,10,60,4,3,5,2,4,1,4,1,5,3,2,4,1,3,2,4,5,1,2,3,4,5,3,4,4,2,2,2,1998,"woman","","black","",3,3,"",1,22,1,4,1,4,3.42857142857143,3.90909090909091,2,4,2,40,1
305,16.586,34.841,154.116,8,NA,NA,NA,NA,2,2,2,2,2,2,6,6,2,50,0,50,0,0,1,1,2,2,1,1,2,1,1,1,1,2,1,1,3,1,3,2,1,2,2,4,4,3,4,1,1,1,1986,"man","","white","",5,12,"",1,34,1,2,2,4,2,1.45454545454545,1.6,3.75,1,100,1
306,NA,NA,NA,NA,0,0,141.962,0,3,1,2,3,4,4,6,6,2,0,100,0,0,0,4,1,3,1,3,1,1,1,3,3,1,4,1,3,1,4,4,1,3,1,4,5,4,4,3,5,5,3,1981,"man","","white","",5,12,"n/a",2,39,1,2,2,5,2.71428571428571,3.45454545454545,1,4.5,4.33333333333333,100,1
307,46.248,189.797,341.499,39,NA,NA,NA,NA,2,1,2,5,2,6,5,6,6,0,0,0,0,100,4,1,2,1,3,1,1,1,2,1,3,2,1,2,1,2,4,3,1,1,2,5,5,4,3,4,2,6,1992,"man","","white","",3,3,"",1,28,1,3,2,5,3.71428571428571,2.27272727272727,1.4,4.75,4,0,0
308,114.858,127.089,142.293,4,NA,NA,NA,NA,2,1,5,2,3,6,6,6,3,86,9,5,0,0,4,1,5,1,4,1,1,1,5,5,1,5,1,5,1,4,5,3,3,1,5,5,3,1,5,4,5,6,1997,"man","","latinx","",3,4,"",1,23,1,2,2,3,3.28571428571429,4.54545454545455,1.2,3,5,100,1
309,0,0,1209.459,0,NA,NA,NA,NA,2,2,1,1,3,5,6,6,4,0,0,0,0,100,3,1,1,1,1,2,1,1,1,1,1,5,2,1,1,3,5,1,2,1,3,4,3,3,5,1,1,1,1996,"man","","white","",4,4,"",1,24,1,2,2,3,2.57142857142857,2.36363636363636,1.2,3.25,1,0,0
310,2.436,200.879,201.68,45,NA,NA,NA,NA,2,2,2,1,2,5,5,6,5,25,20,0,25,30,5,1,4,1,4,1,1,1,5,4,1,3,1,4,1,5,4,1,5,1,4,6,5,5,2,2,4,3,1992,"woman","","white","",4,12,"",1,28,1,3,2,6,2.85714285714286,4.27272727272727,1,5.5,3,70,1
312,NA,NA,NA,NA,0,0,143.843,0,3,1,2,3,3,5,4,4,5,0,0,0,0,100,4,1,3,1,3,1,1,1,3,3,1,4,1,2,1,4,4,1,4,1,3,5,5,5,2,2,3,3,1990,"man","","white","",3,7,"no comments or feedback",2,30,1,4,4,6,3.71428571428571,3.36363636363636,1,5.25,2.66666666666667,0,0
313,274.251,274.251,276.63,1,NA,NA,NA,NA,2,2,1,2,1,4,5,5,5,0,0,0,0,100,1,1,1,1,3,1,1,1,1,1,3,1,2,1,1,3,5,1,1,1,3,5,4,2,1,5,4,6,1993,"woman","","white","",5,7,"",1,27,1,3,3,7,2.71428571428571,1.90909090909091,1.3,4.5,5,0,0
315,0,0,151.667,0,NA,NA,NA,NA,2,1,6,7,1,7,3,3,6,0,0,40,0,60,5,1,5,1,5,1,1,1,4,5,1,4,1,5,1,4,5,1,5,1,5,5,4,5,2,1,1,1,1990,"man","","black","",3,4,"",1,30,1,5,5,6,5.28571428571429,4.72727272727273,1,5,1,40,1
316,NA,NA,NA,NA,1.509,157.912,159.944,128,3,1,2,3,3,5,6,6,2,35,65,0,0,0,2,1,3,1,3,1,1,1,3,3,1,4,1,2,1,3,4,1,2,1,3,5,5,4,2,6,6,6,1997,"man","","white","",4,2,"",2,23,1,2,2,6,2.71428571428571,2.90909090909091,1,5,6,100,1
317,NA,NA,NA,NA,4.786,220.362,221.401,40,3,1,5,6,1,2,7,6,6,50,0,0,0,50,5,2,4,1,5,1,1,5,5,5,1,4,1,5,2,5,5,1,5,5,5,6,6,6,4,6,6,4,1988,"man","","white","",5,7,"",2,32,1,1,2,4,3.28571428571429,4.81818181818182,2,5.5,5.33333333333333,50,1
318,NA,NA,NA,NA,135.177,135.177,144,1,3,1,1,2,6,5,7,5,6,0,0,0,0,100,3,1,2,1,3,2,1,1,3,2,1,4,2,2,1,2,4,1,3,1,4,6,5,6,1,4,3,5,2000,"man","","white","",3,11,"",2,20,1,1,3,7,3.42857142857143,2.90909090909091,1.2,6,4,0,0
319,2.037,62.983,142.461,14,NA,NA,NA,NA,2,3,5,4,5,5,4,5,5,0,0,0,0,100,4,4,3,3,3,3,2,4,3,3,3,5,3,3,3,3,3,4,4,3,3,5,5,4,5,5,4,4,1989,"man","","white","",5,11,"",1,31,1,4,3,3,4.42857142857143,3.36363636363636,3.2,4.25,4.33333333333333,0,0
320,0,0,154.24,0,NA,NA,NA,NA,2,2,6,5,6,6,2,3,6,25,25,25,25,0,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,4,4,1,1,1,3,5,5,5,3,2,2,2,1990,"man","","white","",5,12,"",1,30,1,6,5,5,5.71428571428571,2.18181818181818,1,5,2,100,1
321,8.066,199.01,203.354,35,NA,NA,NA,NA,2,2,2,2,2,7,4,2,6,0,50,0,50,0,3,1,2,1,2,1,1,1,1,1,1,4,1,2,1,1,3,1,1,1,2,1,1,1,7,2,1,3,1992,"woman","","white","",5,7,"",1,28,1,4,6,1,4.14285714285714,2,1,1,2,100,1
322,0,0,2779.235,0,NA,NA,NA,NA,2,1,4,3,5,7,7,7,7,0,0,0,0,100,5,1,4,1,5,1,1,1,5,3,1,5,1,5,1,5,5,1,5,1,4,7,5,6,1,2,2,2,1985,"man","","white","",4,12,"",1,35,1,1,1,7,4,4.63636363636364,1,6.25,2,0,0
324,NA,NA,NA,NA,138.216,138.216,141.926,1,3,1,2,2,3,6,6,6,5,25,25,25,25,0,3,2,1,2,2,1,3,1,1,1,1,1,2,2,3,4,2,1,2,3,3,5,5,4,2,1,1,1,1981,"man","","white","",4,5,"",2,39,1,2,2,6,3.14285714285714,2,1.9,5,1,100,1
325,148.683,191.618,198.369,22,NA,NA,NA,NA,2,2,2,2,2,5,6,6,2,0,0,0,0,100,3,2,4,2,3,1,3,2,4,2,2,3,1,3,2,3,2,3,2,3,4,5,6,5,3,6,3,6,1992,"woman","","white","",5,11,"",1,28,1,2,2,5,2.42857142857143,3,2.1,5.25,5,0,0
326,NA,NA,NA,NA,6.498,149.201,159.909,39,3,1,1,1,4,6,7,6,4,0,100,0,0,0,2,1,1,1,2,1,1,1,4,3,1,2,1,3,1,1,4,1,2,1,3,6,6,5,2,6,5,7,1991,"man","","latinx","",5,9,"",2,29,1,1,2,6,2.71428571428571,2.45454545454545,1,5.75,6,100,1
327,NA,NA,NA,NA,27.267,134.787,142.417,30,3,2,1,3,2,5,6,7,5,0,0,0,100,0,5,1,3,1,5,1,1,1,3,5,1,3,1,5,1,5,5,1,5,1,5,6,7,7,1,2,2,2,1995,"man","","white","",5,5,"",2,25,1,2,1,7,2.71428571428571,4.45454545454545,1,6.75,2,100,1
328,NA,NA,NA,NA,4.993,119.148,241.942,9,3,1,2,1,1,6,5,5,5,0,0,0,100,0,4,1,2,1,3,1,1,1,3,1,1,4,1,2,1,1,4,1,3,1,4,5,5,3,4,2,2,2,1997,"woman","","asian","",4,4,"",2,23,1,3,3,4,3,2.81818181818182,1,4.25,2,100,1
329,56.015,214.161,214.923,2,NA,NA,NA,NA,2,2,2,2,3,7,6,6,7,25,25,25,25,0,3,1,2,1,3,1,1,1,2,2,1,2,1,2,2,3,3,1,3,1,3,6,5,6,4,2,2,2,1993,"man","","white","",2,5,"",1,27,1,2,2,4,3.57142857142857,2.54545454545455,1.1,5.25,2,100,1
331,NA,NA,NA,NA,4.794,136.825,143.166,22,3,1,1,2,5,7,7,7,6,0,0,0,80,20,2,1,2,1,2,1,1,1,2,3,1,4,1,3,1,1,4,2,1,1,3,5,4,3,1,3,3,5,1995,"man","","white","",4,8,"",2,25,1,1,1,7,3.28571428571429,2.45454545454545,1.1,4.75,3.66666666666667,80,1
332,0,0,243.832,0,NA,NA,NA,NA,2,2,4,4,1,7,4,5,7,0,100,0,0,0,3,1,1,1,1,1,1,1,2,1,1,3,1,2,1,2,3,1,2,1,2,4,5,4,3,1,1,1,1972,"woman","","white","",3,4,"",1,48,1,4,3,5,4.28571428571429,2,1,4.5,1,100,1
333,0,0,146.081,0,NA,NA,NA,NA,2,2,5,3,2,6,6,6,4,0,0,0,0,100,3,1,1,1,2,1,1,1,2,1,1,3,1,1,1,3,4,1,3,1,3,4,4,4,2,4,3,5,1986,"man","","white","",4,10,"",1,34,1,2,2,6,3.42857142857143,2.36363636363636,1,4.5,4,0,0
334,10.632,10.632,298.984,1,NA,NA,NA,NA,2,2,3,4,5,5,4,5,4,25,25,0,25,25,4,1,4,1,5,1,1,1,4,4,1,5,1,4,2,4,5,1,4,1,4,6,5,5,5,5,4,5,1966,"man","","white","",5,14,"",1,54,1,4,3,3,4,4.27272727272727,1.1,4.75,4.66666666666667,75,1
335,7.261,121.342,145.327,5,NA,NA,NA,NA,2,2,2,1,1,6,4,4,6,25,25,25,25,0,4,1,3,1,3,1,1,1,4,3,1,4,1,4,1,4,4,1,3,1,3,5,4,4,2,5,4,5,1967,"woman","","latinx","",3,4,"",1,53,1,4,4,6,3.42857142857143,3.54545454545455,1,4.75,4.66666666666667,100,1
336,NA,NA,NA,NA,10.334,162.663,163.503,28,3,1,1,2,2,5,6,7,2,0,100,0,0,0,3,2,1,2,3,2,2,1,3,2,2,4,2,2,1,3,4,1,3,2,3,3,1,2,6,2,1,2,1981,"woman","","black","",4,2,"",2,39,1,2,1,2,2.14285714285714,2.81818181818182,1.7,2,1.66666666666667,100,1
337,NA,NA,NA,NA,0,0,279.586,0,3,1,4,2,3,7,5,7,6,20,40,40,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,2,1,2,1993,"woman","","asian","",4,11,"",2,27,1,3,1,1,3.71428571428571,1,1,1.25,1.66666666666667,100,1
338,7.522,57.213,149.491,3,NA,NA,NA,NA,2,2,4,5,5,5,2,3,5,0,0,0,0,100,3,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,3,1,2,1,2,4,3,3,5,2,2,2,1988,"woman","","asian","",3,4,"",1,32,1,6,5,3,5,1.72727272727273,1.2,3.25,2,0,0
339,10.23,139.918,141.213,47,NA,NA,NA,NA,2,2,1,2,2,7,4,4,5,0,0,0,0,100,3,1,1,1,3,1,1,1,1,1,1,3,1,1,1,3,3,1,2,1,4,7,7,7,1,2,2,2,1989,"man","","white","",4,4,"",1,31,1,4,4,7,3.57142857142857,2.27272727272727,1,7,2,0,0
340,NA,NA,NA,NA,0,0,168.35,0,3,1,1,2,2,5,7,7,2,25,25,25,25,0,5,1,4,1,4,1,1,1,3,4,1,4,1,5,2,4,4,1,5,1,4,4,4,4,4,2,2,3,1977,"woman","","white","",5,8,"",2,43,1,1,1,4,2,4.18181818181818,1.1,4,2.33333333333333,100,1
341,31.646,195.476,196.119,15,NA,NA,NA,NA,2,1,3,5,5,4,4,4,4,26,22,24,8,20,2,2,3,2,3,3,2,3,2,3,3,2,3,4,3,3,3,4,5,2,3,5,4,5,3,3,3,3,1999,"man","","white","",3,5,"",1,21,1,4,4,5,4.14285714285714,3,2.7,4.75,3,80,1
342,NA,NA,NA,NA,105.813,105.813,258.025,1,3,1,2,2,2,4,5,5,2,0,0,0,0,100,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,4,3,2,5,3,2,3,1989,"man","","white","",3,4,"",2,31,1,3,3,3,2.57142857142857,1.09090909090909,1.3,3,2.66666666666667,0,0
343,0,0,209.63,0,NA,NA,NA,NA,2,1,7,4,1,7,3,3,6,0,51,0,0,49,3,1,2,1,5,1,1,1,2,2,1,5,1,1,1,5,5,1,4,1,5,7,7,6,1,7,6,7,1954,"man","","white","",3,2,"",1,66,1,5,5,7,5,3.54545454545455,1,6.75,6.66666666666667,51,1
344,NA,NA,NA,NA,11.82,140.213,140.983,92,3,1,1,1,3,4,6,7,2,19,18,31,32,0,3,1,2,1,2,1,1,1,3,2,1,4,1,4,1,4,4,1,2,1,2,3,2,2,2,2,2,2,1987,"woman","","white","",3,4,"Nothing to add! ",2,33,1,2,1,6,2,2.90909090909091,1,3.25,2,100,1
345,0,0,159.427,0,NA,NA,NA,NA,2,2,1,1,2,4,4,4,4,0,50,0,50,0,2,1,1,1,1,3,1,1,2,1,1,3,1,1,1,1,3,1,1,1,1,5,4,2,3,2,1,3,1988,"woman","","white","",5,11,"",1,32,1,4,4,5,2.85714285714286,1.54545454545455,1.2,4,2,100,1
346,20.443,113.168,141.648,4,NA,NA,NA,NA,2,2,5,6,3,6,5,5,6,0,0,0,0,100,4,1,2,1,4,1,1,1,3,3,1,4,1,1,1,4,4,1,4,1,4,4,5,5,2,4,5,5,1992,"man","","white","",5,3,"",1,28,1,3,3,6,4.57142857142857,3.36363636363636,1,5,4.66666666666667,0,0
347,8.986,143.07,144.458,43,NA,NA,NA,NA,2,1,6,5,2,5,6,6,6,100,0,0,0,0,3,1,3,1,4,1,1,1,4,4,1,2,1,3,1,1,4,1,5,1,5,5,5,4,3,2,2,3,1987,"man","","white","",4,6,"",1,33,1,2,2,5,4,3.45454545454545,1,4.75,2.33333333333333,100,1
348,141.413,141.413,169.545,1,NA,NA,NA,NA,2,2,2,4,4,5,4,5,4,0,0,0,0,100,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,4,3,3,4,1998,"man","","white","",3,3,"",1,22,1,4,3,4,3.71428571428571,1,1.2,3.25,3.33333333333333,0,0
349,NA,NA,NA,NA,8.921,138.522,142.911,50,3,1,1,1,2,5,7,7,1,0,100,0,0,0,5,1,5,2,5,2,2,1,5,2,1,4,2,5,2,5,4,2,5,2,4,4,4,4,4,1,1,2,1982,"man","","white","",4,11,"",2,38,1,1,1,4,1.71428571428571,4.45454545454545,1.7,4,1.33333333333333,100,1
