"PID","Q26_First.Click","Q26_Last.Click","Q26_Page.Submit","Q26_Click.Count","Q28_First.Click","Q28_Last.Click","Q28_Page.Submit","Q28_Click.Count","attCheck1","attCheck2","BZSH_1","BZSH_2","BZSH_3","BZSH_4","BZSH_5","BZSH_6","BZSH_7","spend_1","spend_2","spend_3","spend_4","spend_5","PANAS_1","PANAS_2","PANAS_3","PANAS_4","PANAS_5","PANAS_6","PANAS_7","PANAS_8","PANAS_9","PANAS_10","PANAS_11","PANAS_12","PANAS_13","PANAS_14","PANAS_15","PANAS_16","PANAS_17","PANAS_18","PANAS_19","PANAS_20","PANAS_21","ideo_general","ideo_social","ideo_economic","dob","gender","gender_3_TEXT","race","race_5_TEXT","edu","income","reason_charity","reason_keep","feedback","condition","age","passCheck1","passCheck2","BZSH_5R","BZSH_6R","BZSH","PANASpos","PANASneg","ideo","totalDonation","donated"
735,0,0,103.404,0,NA,NA,NA,NA,2,1,6,6,1,6,3,5,6,0,0,0,0,100,3,1,2,1,2,1,1,1,2,3,1,5,1,1,1,2,4,1,2,1,3,6,6,6,1969,"man","","white","",4,12,"","Because I am selfish, andmost charities are a scam ","",1,52,1,0,5,3,4.71428571428571,2.63636363636364,1,6,0,0
736,0,0,126.81,0,NA,NA,NA,NA,2,1,6,2,1,7,5,5,6,100,0,0,0,0,4,1,1,2,3,1,1,1,1,1,4,3,1,3,1,1,3,1,1,1,3,4,4,4,2000,"man","","other","Mixed, African-American, White",1,1,"people with those conditions suffer far more than I do.","","",1,21,1,0,3,3,4,2.18181818181818,1.4,4,100,1
737,NA,NA,NA,NA,32.907,156.697,158.336,37,3,1,3,3,3,3,6,6,3,25,25,25,25,0,2,2,1,1,1,1,2,1,1,3,2,3,1,1,3,2,2,3,2,2,3,6,6,6,1958,"woman","","white","",3,8,"They need it","","",2,63,1,1,2,2,2.71428571428571,1.90909090909091,1.8,6,100,1
739,6.875,201.754,226.204,83,NA,NA,NA,NA,2,2,2,4,1,5,4,5,6,25,0,0,0,75,5,1,2,1,5,1,1,1,5,5,1,5,1,3,1,5,5,1,5,1,5,1,1,1,1967,"woman","","white","",3,4,"Because I have lost a loved one to cancer","","Very enjoyable",1,54,1,1,4,3,3.57142857142857,4.54545454545455,1,1,25,1
740,18.611,90.392,104.056,2,NA,NA,NA,NA,2,1,1,2,2,5,5,6,6,25,25,25,25,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,2,2,1997,"woman","","white","",4,11,"Because it's something that I can do that doesn't cost me too much. I'm not good with speaking with people and I'm too introverted to be around crowds often, so money is what I have to give.","","Thank you",1,24,1,0,3,2,3,1.54545454545455,1,2,100,1
741,NA,NA,NA,NA,4.287,95.7,115.202,10,3,1,2,2,2,2,6,6,2,0,0,0,100,0,4,1,2,1,4,1,1,1,4,3,1,4,1,3,1,3,4,1,4,1,4,2,1,1,1953,"man","","white","",4,6,"It felt good.","","",2,68,1,1,2,2,2,3.54545454545455,1,1.33333333333333,100,1
743,0,0,117.6,0,NA,NA,NA,NA,2,2,4,2,4,6,6,6,7,0,0,0,0,100,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,4,4,4,1991,"woman","","asian","",4,5,"","","",1,30,1,1,2,2,3.85714285714286,1.45454545454545,1,4,0,0
744,NA,NA,NA,NA,0,0,119.518,0,3,1,1,1,1,5,7,7,1,0,0,0,10,90,3,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,4,1,2,1,4,1,1,1,1987,"woman","","white","",3,2,"I gave a small amount to the charity that sounded most useful now, but kept more because I really need the money.","","",2,34,1,1,1,1,1.57142857142857,2.18181818181818,1,1,10,1
745,248.329,248.915,252.792,2,NA,NA,NA,NA,2,3,6,6,7,6,5,5,7,0,100,0,0,0,5,1,4,1,5,1,1,5,4,4,1,2,1,4,2,4,4,1,4,3,5,2,3,1,1988,"man","","white","",4,10,"They need it","","None",1,33,1,0,3,3,5.42857142857143,4.09090909090909,1.7,2,100,1
746,11.356,249.427,255.888,22,NA,NA,NA,NA,2,2,5,2,1,6,5,5,5,25,50,15,10,0,4,1,3,1,3,1,1,1,3,3,1,4,1,3,1,4,4,2,4,1,3,2,1,2,1988,"woman","","white","",4,9,"They need it more than I do","","",1,33,1,1,3,3,3.57142857142857,3.45454545454545,1.1,1.66666666666667,100,1
747,NA,NA,NA,NA,0,0,133.183,0,3,1,2,2,2,5,4,6,2,0,50,0,50,0,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,3,1,1,1,2,2,1,3,1996,"woman","","white","",4,3,"Because it's a small amount of. money and. I don't need it. Also, I support those causes","","",2,25,1,1,4,2,2.71428571428571,1.81818181818182,1,2,100,1
748,NA,NA,NA,NA,72.631,77.847,128.168,4,3,1,1,1,1,6,7,6,2,0,0,0,0,100,3,1,2,2,2,1,1,3,1,1,4,3,2,3,4,2,4,3,2,1,2,1,1,1,1998,"man","","white","",3,6,"","It is better in my experience if I donate money or time personally, as opposed to through an intermediary. If I donate personally, I can be more sure my money or time goes toward things I care about.","I thought your selection of prospective charitable organizations was very good.",2,23,1,1,1,2,2,2.27272727272727,2.2,1,0,0
749,NA,NA,NA,NA,115.109,115.484,116.97,2,3,1,1,1,1,5,7,7,1,0,100,0,0,0,4,1,3,1,2,1,1,1,3,3,1,3,1,2,1,2,2,1,2,1,4,1,1,1,1992,"man","","white","",4,9,"Seemed like a deserving charity and I don't need the extra money","","",2,29,1,1,1,1,1.57142857142857,2.72727272727273,1,1,100,1
751,7.716,97.204,103.34,7,NA,NA,NA,NA,2,2,2,2,2,5,5,5,3,0,0,0,0,100,4,1,1,1,4,1,1,1,1,2,1,3,1,1,1,3,4,1,2,1,4,3,2,4,1964,"woman","","white","",5,12,"","I didn't like any of the non profits listed ","",1,57,1,1,3,3,2.85714285714286,2.63636363636364,1,3,0,0
752,NA,NA,NA,NA,0,0,185.718,0,3,1,1,1,2,3,6,7,1,0,0,0,0,100,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,4,1,2,1,2,4,2,6,1994,"man","","white","",4,2,"","I did not see an organization listed that did not waste money. Most non profits actually are complete shit and only crap money on advertisement and begging for more money. It's actually quite sad to see organizations pretend to do good when in fact they piss your money away, and then come back asking for more. I would rather give my bonus to locals who need it.","",2,27,1,1,2,1,1.57142857142857,1.81818181818182,1,4,0,0
753,0,0,248.739,0,NA,NA,NA,NA,2,1,2,5,1,7,3,6,7,0,0,0,0,100,5,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,5,1,2,1,2,2,2,2,1994,"woman","","white","",4,1,"","I have no money ","",1,27,1,0,5,2,4.14285714285714,2.27272727272727,1,2,0,0
754,NA,NA,NA,NA,230.181,295.474,348.798,4,3,1,1,2,1,5,6,6,4,0,0,0,0,100,4,1,1,1,2,1,1,1,2,3,1,4,1,1,1,4,5,1,3,1,3,2,2,2,1984,"woman","","white","",3,6,"","Because people don't generally do these tasks because they have an abundance of money and there is no way to verify that's where the money is going.","",2,37,1,1,2,2,2.42857142857143,2.90909090909091,1,2,0,0
755,NA,NA,NA,NA,0,0,288.755,0,3,1,1,1,1,1,7,7,1,0,100,0,0,0,4,1,4,1,4,1,1,1,4,4,1,3,1,4,1,4,3,1,3,1,4,2,2,2,1984,"woman","","white","",4,7,"I wanted to help other people","","None I can think. I really liked the message of the article.",2,37,1,1,1,1,1,3.72727272727273,1,2,100,1
756,NA,NA,NA,NA,65.674,171.916,216.603,4,3,1,1,4,2,6,6,6,5,0,50,0,50,0,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,2,1,2,2,2,4,1970,"woman","","white","",5,5,"They need it more than I do, and this money will help at the grassroots level, which I think is very important. ","","",2,51,1,1,2,2,3.14285714285714,1.81818181818182,1,2.66666666666667,100,1
757,NA,NA,NA,NA,1.078,120.387,125.961,57,3,1,3,3,2,5,5,6,1,20,20,20,20,20,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,4,4,2000,"man","","white","",3,3,"It made me put 100 ","","When i tried to give 50 cents, split between the 5 charities equally, it wouldn't let me proceed until it added up to 100. So i had to give it all",2,21,1,1,3,2,2.71428571428571,1.27272727272727,1.1,4,80,1
758,86.291,92.857,110.694,3,NA,NA,NA,NA,2,2,1,4,5,7,1,3,7,50,0,0,0,50,3,1,2,1,3,1,1,1,3,2,1,5,1,2,1,2,4,1,2,1,4,4,1,7,2001,"man","","other","White and Native American",3,3,"Because I could afford to give some away to a charity that does good, but I did not know about the other charities.","","",1,20,1,1,7,5,5.14285714285714,2.90909090909091,1,4,50,1
759,35.827,44.246,102.65,3,NA,NA,NA,NA,2,2,3,3,4,4,4,5,5,10,10,10,0,70,4,2,3,1,3,1,1,1,3,2,2,4,1,2,2,2,4,2,2,1,4,3,4,1,1996,"man","","asian","",4,9,"Because I liked the causes","","",1,25,1,1,4,3,3.71428571428571,3,1.4,2.66666666666667,30,1
760,0.752,141.54,142.879,31,NA,NA,NA,NA,2,1,1,1,1,7,3,6,2,0,0,100,0,0,4,3,2,2,3,2,1,3,2,3,4,4,2,2,2,4,4,4,1,1,3,1,1,1,1992,"man","","asian","",2,1,"Because people need help. ","","",1,29,1,0,5,2,2.71428571428571,2.90909090909091,2.4,1,100,1
761,1075.585,1081.82,1143.111,2,NA,NA,NA,NA,2,2,2,2,2,4,6,6,2,0,0,0,0,100,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,1994,"man","","latinx","",4,11,"","Don't feel that $1 is enough to make a change","",1,27,1,1,2,2,2.28571428571429,1,1.3,2,0,0
763,0,0,101.619,0,NA,NA,NA,NA,2,2,5,3,2,6,5,5,5,0,0,0,0,100,4,1,2,1,4,1,1,1,2,2,2,3,1,3,1,3,4,2,2,1,3,5,5,5,1991,"woman","","white","",2,1,"","I don't support a few of the charities, and I didn't think $1 would help them very much, but it's a larger percentage of the income I can make right now. ","",1,30,1,1,3,3,3.85714285714286,2.90909090909091,1.2,5,0,0
764,0,0,112.075,0,NA,NA,NA,NA,2,2,1,1,4,5,4,5,5,0,100,0,0,0,1,1,1,1,3,1,1,1,3,4,1,1,1,1,1,3,4,1,1,1,3,4,3,5,1992,"man","","white","",3,5,"I don't think people should be homeless without choice in my country","","",1,29,1,1,4,3,3.28571428571429,2.27272727272727,1,4,100,1
765,NA,NA,NA,NA,0,0,204.781,0,3,1,2,2,2,4,6,6,2,20,40,15,25,0,5,1,4,1,4,1,1,1,4,1,1,5,1,3,1,3,5,1,4,1,4,2,2,2,1968,"woman","","white","",3,4,"Because it helps others in need","","",2,53,1,1,2,2,2.28571428571429,3.81818181818182,1,2,100,1
766,0,0,103.53,0,NA,NA,NA,NA,2,2,2,1,2,4,5,5,3,25,25,25,25,0,3,1,2,1,3,1,1,1,3,3,1,4,1,2,2,3,4,1,2,1,4,2,1,1,1998,"man","","white","",3,10,"1 dollar doesn't effect me much but hopefully it could help others","","",1,23,1,1,3,3,2.57142857142857,3,1.1,1.33333333333333,100,1
767,NA,NA,NA,NA,37.93,127.014,127.878,4,3,1,3,1,2,4,5,5,2,0,0,0,0,100,3,5,3,3,4,3,2,4,4,4,5,4,3,3,5,4,4,1,4,3,2,7,7,7,1968,"man","","white","",5,14,"","I prefer to give it personally to needy people in the street","",2,53,1,1,3,3,2.57142857142857,3.54545454545455,3.4,7,0,0
768,NA,NA,NA,NA,0,0,179.844,0,3,1,2,2,2,4,6,6,3,0,0,0,0,100,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,2,2,1978,"woman","","white","",4,5,"","cause i'm currently unable to work cause of covid and every little bit helps","",2,43,1,1,2,2,2.42857142857143,1.45454545454545,1,2,0,0
769,NA,NA,NA,NA,67.082,155.146,155.776,80,3,1,1,2,2,4,7,7,5,100,0,0,0,0,3,1,3,1,4,1,1,1,4,3,1,3,1,4,1,3,4,1,4,1,3,6,6,7,1980,"woman","","white","",3,4,"Grandma passed from leukemia. ","","",2,41,1,1,1,1,2.28571428571429,3.45454545454545,1,6.33333333333333,100,1
770,6,105.777,106.574,16,NA,NA,NA,NA,2,1,5,4,3,6,4,5,6,4,10,6,9,71,2,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,5,5,5,1986,"woman","","white","",5,6,"Because i wanted to","","",1,35,1,0,4,3,4.42857142857143,1.90909090909091,1,5,29,1
771,NA,NA,NA,NA,0,0,125.921,0,3,1,2,2,2,2,6,5,2,0,100,0,0,0,3,1,1,1,3,1,2,1,2,2,4,2,1,1,3,2,3,1,2,3,1,4,3,3,1978,"man","","white","",2,2,"felt good","","",2,43,1,1,2,3,2.14285714285714,2,1.8,3.33333333333333,100,1
772,NA,NA,NA,NA,0,0,105.606,0,3,1,1,1,1,1,7,7,1,0,100,0,0,0,2,1,1,1,4,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,3,1,1,1,1951,"woman","","latinx","",4,4,"It was an easy way to donate and the funds were extra.","","",2,70,1,1,1,1,1,2,1,1,100,1
773,NA,NA,NA,NA,17.595,88.484,117.385,7,3,1,1,1,1,4,7,7,1,0,0,100,0,0,5,1,3,1,3,1,1,1,5,3,1,5,1,3,1,5,5,2,2,1,5,6,4,7,1950,"woman","","white","",5,14,"It is the right thing to do. Peds AIDS needs all the help it can get. My usual charity was not listed","","Good luck ",2,71,1,1,1,1,1.42857142857143,4,1.1,5.66666666666667,100,1
774,16.729,146.934,149.379,12,NA,NA,NA,NA,2,2,1,2,1,6,4,5,5,50,0,0,0,50,4,1,2,1,3,1,1,1,3,2,1,4,1,2,2,4,4,1,3,1,5,2,2,3,1990,"man","","latinx","",3,5,"Because I believe in their cause. ","","",1,31,1,1,4,3,3.14285714285714,3.27272727272727,1.1,2.33333333333333,50,1
775,NA,NA,NA,NA,0,0,228.007,0,3,1,3,3,1,2,6,6,2,25,25,25,25,0,4,1,3,1,3,1,1,1,3,3,1,4,1,4,1,4,4,1,2,1,4,4,3,5,1981,"woman","","white","",2,13,"I actually didn't consider keeping the money myself. When I had the opportunity to give some money to charity,  I felt like it was the only right thing to do. If everyone would help each other a little more, the world would be a better place to live.","","",2,40,1,1,2,2,2.14285714285714,3.45454545454545,1,4,100,1
776,4.802,129.102,134.451,12,NA,NA,NA,NA,2,2,1,1,2,4,5,5,4,0,0,0,0,100,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,1,1,1,1991,"man","","white","",5,3,"","I'm poor.","",1,30,1,1,3,3,2.57142857142857,1.63636363636364,1,1,0,0
777,79.762,155.496,157.026,5,NA,NA,NA,NA,2,1,7,5,4,5,4,3,6,50,0,0,0,50,4,3,1,1,1,1,1,1,1,1,1,5,2,5,2,5,5,1,5,1,1,6,6,4,1978,"woman","","black","",4,5,"I had a relative that passed away from Leukemia, so gave part for that reason to that charity","","",1,43,1,0,4,5,5.14285714285714,3.09090909090909,1.4,5.33333333333333,50,1
778,0,0,135.309,0,NA,NA,NA,NA,2,2,1,3,4,5,4,4,5,26,12,4,8,50,2,1,2,1,2,1,1,1,2,2,1,2,1,2,1,3,2,1,2,1,2,4,4,4,2002,"woman","","latinx","",2,4,"I think half and half is nice because you not only help yourself but you also help someone else.","","",1,19,1,1,4,4,3.71428571428571,2.09090909090909,1,4,50,1
779,145.739,198.843,199.754,6,NA,NA,NA,NA,2,1,1,3,3,5,5,5,5,35,20,15,30,0,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1983,"man","","white","",5,4,"it is the right thing to do","","",1,38,1,0,3,3,3.28571428571429,1.09090909090909,1.5,2,100,1
780,5.588,84.026,101.782,2,NA,NA,NA,NA,2,2,7,4,1,7,1,7,7,0,0,0,0,100,4,1,2,1,4,1,1,1,3,3,1,4,1,1,1,4,4,1,4,1,4,3,3,5,1970,"woman","","white","",4,11,"","the chosen charities will keep most of my donation for themselves.","",1,51,1,1,7,1,4.85714285714286,3.36363636363636,1,3.66666666666667,0,0
781,NA,NA,NA,NA,0,0,131.161,0,3,1,2,1,2,3,7,7,2,25,25,25,25,0,3,2,1,2,4,1,1,1,2,1,2,3,1,2,1,2,3,1,2,1,3,3,2,3,1980,"woman","","white","",5,8,"Because it felt selfish to keep it for myself.","","n/a",2,41,1,1,1,1,1.71428571428571,2.36363636363636,1.3,2.66666666666667,100,1
782,78.498,90.202,323.286,4,NA,NA,NA,NA,2,2,2,4,5,6,5,4,5,0,0,0,0,100,4,1,2,1,1,2,1,1,3,2,1,5,1,3,2,4,5,1,3,1,4,6,6,6,1986,"man","","white","",5,6,"","I am doing this survey to earn money. I am trying to maximize my earnings. I also give out of my income to other charities/organizations, and I like to be able to choose where my money goes.","",1,35,1,1,3,4,4.14285714285714,3.27272727272727,1.2,6,0,0
783,22.213,74.919,118.115,7,NA,NA,NA,NA,2,1,3,2,4,7,5,4,6,0,0,0,50,50,4,2,2,1,4,2,1,1,3,3,1,4,2,3,2,4,4,1,2,1,3,1,1,1,1999,"man","","white","",3,12,"I wanted to give half. And COVID-19 is such an important issue now. However, I'm always a little skeptical if these surveys actually donate the money to the charity.","","",1,22,1,0,3,4,4.14285714285714,3.27272727272727,1.4,1,50,1
784,NA,NA,NA,NA,25.914,110.049,110.946,6,3,1,1,1,1,3,6,6,1,0,0,0,100,0,5,1,4,1,3,1,1,1,4,4,1,5,1,5,1,4,5,3,5,1,4,4,4,5,1957,"woman","","white","",4,7,"I was not expecting a bonus and I felt it was worth it to give some to the charity","","No comments",2,64,1,1,2,2,1.57142857142857,4.36363636363636,1.2,4.33333333333333,100,1
785,NA,NA,NA,NA,0,0,104.87,0,3,1,5,5,4,5,4,4,5,0,0,0,0,100,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,3,4,4,4,3,3,4,4,1990,"man","","white","",3,2,"","","",2,31,1,1,4,4,4.57142857142857,3.27272727272727,3.7,3.66666666666667,0,0
786,NA,NA,NA,NA,131.452,141.864,155.846,7,3,1,1,1,2,5,5,6,3,0,0,0,0,100,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,2,4,1,3,1,2,2,2,2,1983,"man","","white","",2,11,"","I want more money.","",2,38,1,1,3,2,2.42857142857143,2,1,2,0,0
787,0,0,184.646,0,NA,NA,NA,NA,2,2,1,1,1,3,5,6,3,40,40,10,10,0,3,1,1,1,3,1,1,1,2,2,1,3,1,1,1,2,4,2,2,1,3,2,2,2,1986,"woman","","latinx","",4,5,"because if i get a bonus and can donate to others in need i will, its just how i am","","",1,35,1,1,3,2,2,2.36363636363636,1.1,2,100,1
788,0,0,120.183,0,NA,NA,NA,NA,2,2,6,4,2,6,6,5,6,0,0,0,0,100,5,1,5,1,4,1,1,1,4,4,1,4,1,3,1,4,5,1,4,1,5,4,4,4,1991,"man","","black","",3,5,"","I need the money","",1,30,1,1,2,3,4.14285714285714,4.27272727272727,1,4,0,0
789,0,0,106.819,0,NA,NA,NA,NA,2,1,2,2,3,2,4,5,5,0,0,0,0,100,3,2,4,1,4,1,1,1,4,3,2,4,1,2,1,5,3,1,4,1,3,3,5,3,1992,"man","","latinx","",2,5,"","Not sure","",1,29,1,0,4,3,3,3.54545454545455,1.2,3.66666666666667,0,0
790,5.519,155.307,156.559,4,NA,NA,NA,NA,2,2,1,3,1,5,5,4,5,0,20,0,0,80,5,1,1,1,4,1,1,1,3,3,2,5,1,1,1,5,5,1,2,1,3,2,1,2,1968,"woman","","white","",5,3,"I give to charity locally/to personal causes. However, homelessness is one charity I do regularly give to, so I did give partial payment to that charity.","","None, but thanks for asking for feedback.",1,53,1,1,3,4,3.14285714285714,3.36363636363636,1.1,1.66666666666667,20,1
791,NA,NA,NA,NA,3.635,140.377,141.789,11,3,1,1,1,2,4,5,6,2,0,30,0,20,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1994,"woman","","white","",4,6,"Because it was the right thing to do","","",2,27,1,1,3,2,2.14285714285714,1,1,2,50,1
792,0,0,196.784,0,NA,NA,NA,NA,2,1,1,4,1,7,4,7,4,25,25,25,25,0,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,5,2,2,2,1967,"woman","","white","",2,4,"Because I was already getting paid to do this survey and the extra amount I felt would be nice to give to others in need. I don't give to charity as often a I would like to so here was an opportunity for me to do so.","","",1,54,1,0,4,1,3.14285714285714,5,1,2,100,1
793,NA,NA,NA,NA,7.263,125.753,125.796,12,3,1,1,3,2,6,6,5,5,25,30,15,20,10,2,3,2,2,3,2,2,1,3,2,1,3,3,2,2,3,3,1,3,1,2,2,2,2,1992,"man","","latinx","",4,7,"Spread the love out. ","","",2,29,1,1,2,3,3.14285714285714,2.54545454545455,1.8,2,90,1
795,NA,NA,NA,NA,13.931,20.472,111.978,3,3,1,2,2,5,2,6,5,3,0,0,0,0,100,5,1,4,1,4,1,1,1,4,3,1,5,3,3,1,4,4,1,4,2,4,2,2,2,1989,"woman","","asian","",4,10,"","I rather donate to different charities than the ones provided.","",2,32,1,1,2,3,2.71428571428571,4,1.3,2,0,0
796,0,0,135.182,0,NA,NA,NA,NA,2,2,2,3,1,6,5,4,5,0,100,0,0,0,3,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,3,1,1,1,2,4,2,4,2000,"man","","asian","",2,3,"its just a dollar, keeping any for myself isnt beneficial, and I care","","",1,21,1,1,3,4,3.42857142857143,1.81818181818182,1.3,3.33333333333333,100,1
797,10.229,90.904,102.649,10,NA,NA,NA,NA,2,2,1,3,2,6,6,5,4,0,20,0,0,80,4,1,4,1,4,1,1,1,4,4,1,4,1,4,1,4,5,1,5,1,5,5,4,5,1986,"woman","","white","",5,14,"I care about the homeless and think they need help.","","",1,35,1,1,2,3,3,4.27272727272727,1,4.66666666666667,20,1
798,NA,NA,NA,NA,78.992,82.695,102.166,3,3,1,3,5,1,7,3,3,5,0,0,0,0,100,4,1,1,3,1,1,1,1,1,1,1,3,1,1,1,2,4,1,1,2,1,2,2,1,1978,"man","","white","",3,3,"","I'm filling out surveys for money, so obviously I need it.  No one is donating to me.  Thousands are/have/will donate to all the charities listed.","",2,43,1,1,5,5,4.42857142857143,1.81818181818182,1.3,1.66666666666667,0,0
799,0,0,120.969,0,NA,NA,NA,NA,2,1,4,2,1,5,5,4,4,100,0,0,0,0,2,1,1,1,3,1,1,1,1,1,1,4,1,1,1,2,4,1,2,1,2,6,5,6,1956,"man","","white","",5,9,"it's only a dollar","","",1,65,1,0,3,4,3.28571428571429,2.09090909090909,1,5.66666666666667,100,1
800,NA,NA,NA,NA,0,0,127.222,0,3,1,6,6,6,5,7,6,5,10,10,10,10,60,3,3,5,4,4,3,2,4,4,4,3,4,4,5,3,3,4,3,3,2,5,2,2,1,1973,"woman","","white","",2,7,"they need everything they can get ","","",2,48,1,1,1,2,4.42857142857143,4,3.1,1.66666666666667,40,1
801,0,0,103.658,0,NA,NA,NA,NA,2,2,3,4,4,5,4,5,5,5,50,5,5,35,3,2,3,1,3,1,2,1,3,2,1,3,1,3,1,4,4,1,2,2,3,2,1,2,1980,"woman","","asian","",4,3,"I gave to the organization that I felt most aligned with.","","thanks",1,41,1,1,4,3,4,3,1.3,1.66666666666667,65,1
802,5.303,13.429,101.549,2,NA,NA,NA,NA,2,1,1,2,2,5,5,6,3,0,0,50,0,50,4,3,4,1,4,1,2,1,4,3,2,5,1,3,3,4,5,2,4,1,3,4,4,5,1981,"man","","white","",4,12,"Because it's extra money and it's not going to make or break me, but it might help someone.","","Have a great day and stay safe.",1,40,1,0,3,2,2.57142857142857,3.90909090909091,1.7,4.33333333333333,50,1
803,NA,NA,NA,NA,13.417,105.803,106.91,34,3,1,2,5,5,5,6,5,6,0,0,0,0,100,2,1,2,1,2,1,2,1,2,2,2,2,2,3,2,4,2,2,2,1,4,2,3,2,1989,"man","","white","",5,10,"","i need the money and a distrust of charities","",2,32,1,1,2,3,4,2.45454545454545,1.5,2.33333333333333,0,0
805,250.264,251.336,253.263,2,NA,NA,NA,NA,2,2,6,3,6,6,3,2,6,25,0,25,50,0,4,1,3,1,4,1,1,1,3,3,1,5,1,3,1,2,3,1,3,1,3,5,4,6,1957,"man","","white","",2,8,"I felt like it.","","",1,64,1,1,5,6,5.42857142857143,3.27272727272727,1,5,100,1
806,0,0,131.593,0,NA,NA,NA,NA,2,1,1,2,1,6,4,5,3,0,0,0,0,100,3,1,2,1,3,1,1,1,2,1,2,2,1,1,1,1,3,1,2,1,3,2,2,5,1987,"man","","white","",4,8,"","Did not see. charity I wanted to support.","",1,34,1,0,4,3,2.85714285714286,2.09090909090909,1.1,3,0,0
807,NA,NA,NA,NA,0,0,101.673,0,3,1,1,1,1,4,7,7,2,25,25,25,25,0,5,3,2,3,1,4,2,1,3,1,3,5,4,1,1,4,5,1,2,2,2,5,5,5,1981,"woman","","white","",4,3,"because I like to help however I can","","",2,40,1,1,1,1,1.57142857142857,2.81818181818182,2.4,5,100,1
808,0,0,163.711,0,NA,NA,NA,NA,2,1,1,1,1,6,3,4,3,0,0,0,0,100,1,5,1,5,1,1,5,5,1,1,5,1,4,1,5,1,3,1,1,5,1,1,1,1,1997,"woman","","white","",4,11,"","Because I like money","",1,24,1,0,5,4,3,1.18181818181818,4.1,1,0,0
809,NA,NA,NA,NA,0,0,107.058,0,3,1,3,4,4,6,6,6,5,20,20,20,20,20,2,3,2,3,2,3,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,2,4,1991,"man","","white","",3,3,"There are others less fortunate than me","","",2,30,1,1,2,2,3.71428571428571,2.18181818181818,2.5,2.66666666666667,80,1
810,NA,NA,NA,NA,18.715,79.295,102.437,9,3,1,2,1,4,6,7,6,2,0,0,0,0,100,4,2,2,2,2,1,2,1,2,1,3,3,1,3,2,3,3,1,1,2,2,3,3,4,1991,"man","","latinx","",2,1,"","I want the money.","",2,30,1,1,1,2,2.57142857142857,2.36363636363636,1.7,3.33333333333333,0,0
811,160.302,160.302,160.623,1,NA,NA,NA,NA,2,2,4,6,4,7,5,5,7,0,100,0,0,0,4,1,5,1,5,1,1,5,4,5,1,4,1,5,1,5,4,1,4,1,5,3,3,2,1991,"man","","white","",4,13,"To help the needy","","",1,30,1,1,3,3,4.85714285714286,4.54545454545455,1.4,2.66666666666667,100,1
812,19.162,107.598,108.293,3,NA,NA,NA,NA,2,1,5,6,4,5,5,6,6,0,50,0,0,50,4,3,1,1,2,1,1,1,4,3,1,2,1,5,1,5,4,2,4,1,4,6,6,6,1983,"man","","white","",4,7,"Many people need that bonus more than I do. ","","",1,38,1,0,3,2,4.42857142857143,3.45454545454545,1.3,6,50,1
813,26.97,130.579,131.769,2,NA,NA,NA,NA,2,1,7,4,3,7,4,4,7,0,0,0,0,100,2,3,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,3,1,1,1,1,2002,"woman","","white","",2,3,"","cause i am very poor as a disabled trans woman","",1,19,1,0,4,4,5.14285714285714,1.36363636363636,1.5,1,0,0
814,106.408,108.326,128.088,2,NA,NA,NA,NA,2,2,5,4,1,5,4,6,7,0,2,2,0,96,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1999,"woman","","black","",3,3,"to help","","n/a",1,22,1,1,4,2,4,1.18181818181818,1,1,4,1
815,0,0,148.07,0,NA,NA,NA,NA,2,2,2,3,4,5,5,5,3,0,0,0,0,100,3,1,3,1,3,1,1,1,3,3,1,4,1,2,1,4,4,1,3,1,4,4,4,4,1999,"man","","white","",2,8,"","because i need the money","",1,22,1,1,3,3,3.28571428571429,3.27272727272727,1,4,0,0
